OpenDate,FirstName,LastName,Gender,PreviousCancellations,YearsAsCustomer,CustomerApproved,AppointmentDate,AppointmentSlot,EngineerKey,TaskCategory,Maintenance,FixDescription,CustomerAge,PastVisits,Result
9/15/16,Kellie,Forester,Female,0,3-5 Years,FALSE,9/26/16,04:00 PM - 06:00 PM,1234494,Planned Maintenance,Premise maintenance with customer,N/A,50 to 60,2,0
9/13/16,Silas,Vanslyke,Male,0,3-5 Years,FALSE,9/28/16,02:00 PM - 04:00 PM,1234475,Disconnect,Premise maintenance with customer,N/A,70 to 80,0,1
9/16/16,Jaquelyn,Fimbres,Female,0,0-1 Years,FALSE,10/3/16,08:00 AM - 10:00 AM,1234476,New Install,Premise maintenance with customer,N/A,50 to 60,1,0
9/16/16,Floria,Devine,Female,0,3-5 Years,FALSE,9/17/16,,1234487,Break Fix,Premise maintenance with customer,Router no wire,70 to 80,0,0
9/14/16,Nadia,Childs,Female,1,0-1 Years,FALSE,9/30/16,10:00 AM - 12:00 PM,1234484,Break Fix,Premise maintenance with customer,Phone broken,70 to 80,2,1
9/14/16,Andre,Tilton,Male,0,1-3 Years,FALSE,9/27/16,08:00 AM - 10:00 AM,1234482,New Install,Premise maintenance with customer,N/A,40 to 50,1,1
9/15/16,Mckinley,Risher,Male,1,1-3 Years,FALSE,9/19/16,12:00 PM - 02:00 PM,1234494,Break Fix,Premise maintenance with customer,Router no power,60 to 70,0,0
9/16/16,Jesus,Robinson,,0,3-5 Years,TRUE,9/19/16,10:00 AM - 12:00 PM,1234495,New Install,Premise maintenance with customer,N/A,70 to 80,2,0
9/14/16,Ebony,Roscoe,,1,3-5 Years,FALSE,9/28/16,12:00 PM - 02:00 PM,1234494,Planned Maintenance,Premise maintenance with customer,N/A,60 to 70,1,1
9/14/16,Evelina,Bonham,,0,1-3 Years,FALSE,9/28/16,04:00 PM - 06:00 PM,1234491,New Install,Premise maintenance with customer,N/A,20 to 30,4,1
9/12/16,Latosha,Ricker,,0,3-5 Years,FALSE,9/29/16,02:00 PM - 04:00 PM,1234495,Break Fix,Premise maintenance with customer,Phone broken,70 to 80,1,0
9/18/16,Elnora,Rabb,Female,0,1-3 Years,FALSE,10/2/16,10:00 AM - 12:00 PM,1234491,Break Fix,Premise maintenance with customer,TV box no led,60 to 70,3,1
9/12/16,Ladawn,Tapia,,1,1-3 Years,FALSE,9/28/16,10:00 AM - 12:00 PM,1234486,New Install,Premise maintenance with customer,N/A,20 to 30,0,0
9/17/16,Stefani,Maynard,Female,0,3-5 Years,FALSE,9/29/16,,1234491,Disconnect,Premise maintenance with customer,N/A,40 to 50,3,1
9/14/16,Lore,Pettway,Female,0,0-1 Years,TRUE,9/23/16,12:00 PM - 02:00 PM,1234476,Business SLA,Premise maintenance with customer,N/A,40 to 50,0,0
9/15/16,Brant,Apgar,Male,1,0-1 Years,TRUE,9/22/16,04:00 PM - 06:00 PM,1234492,Planned Maintenance,Premise maintenance with customer,N/A,30 to 40,4,0
9/15/16,Harold,Mckillip,Male,0,0-1 Years,FALSE,9/27/16,,1234491,Planned Maintenance,Premise maintenance with customer,N/A,40 to 50,2,0
9/17/16,Jayson,Calvert,Male,0,0-1 Years,FALSE,9/28/16,12:00 PM - 02:00 PM,1234490,New Install,Premise maintenance with customer,N/A,70 to 80,1,1
9/14/16,Carroll,Cowherd,,0,1-3 Years,FALSE,9/18/16,08:00 AM - 10:00 AM,1234494,Disconnect,Premise maintenance with customer,N/A,70 to 80,2,0
9/14/16,Marisha,Collie,Female,1,0-1 Years,FALSE,9/27/16,04:00 PM - 06:00 PM,1234475,New Install,Premise maintenance with customer,N/A,20 to 30,4,1
9/15/16,Albert,Scudder,Male,0,1-3 Years,FALSE,9/30/16,02:00 PM - 04:00 PM,1234482,New Install,Premise maintenance with customer,N/A,30 to 40,2,1
9/14/16,Irwin,Edmundson,Male,0,1-3 Years,FALSE,9/18/16,02:00 PM - 04:00 PM,1234476,Break Fix,Premise maintenance with customer,TV box no power,50 to 60,2,0
9/12/16,Rozanne,Witcher,Female,2,1-3 Years,FALSE,9/27/16,,1234475,New Install,Premise maintenance with customer,N/A,40 to 50,1,0
9/14/16,Leighann,Bassler,Female,1,1-3 Years,FALSE,9/29/16,02:00 PM - 04:00 PM,1234479,New Install,Premise maintenance with customer,N/A,70 to 80,0,0
9/18/16,Cory,Dipaolo,,0,0-1 Years,FALSE,10/5/16,,1234478,Break Fix,Premise maintenance with customer,TV box broken,70 to 80,4,1
9/12/16,Dorian,Musso,Male,0,1-3 Years,FALSE,9/28/16,,1234476,New Install,Premise maintenance with customer,N/A,50 to 60,1,0
9/16/16,Harold,Briles,Male,3+,Over 5 Years,FALSE,9/29/16,,1234496,Disconnect,Premise maintenance with customer,N/A,20 to 30,1,1
9/14/16,Rudolf,Bice,Male,0,3-5 Years,FALSE,9/30/16,08:00 AM - 10:00 AM,1234497,New Install,Premise maintenance with customer,N/A,60 to 70,3,0
9/12/16,Philip,Rogers,Male,0,3-5 Years,FALSE,10/2/16,04:00 PM - 06:00 PM,1234476,Break Fix,Premise maintenance with customer,TV box no remote,40 to 50,1,0
9/17/16,Vennie,Barry,Female,1,1-3 Years,FALSE,9/29/16,10:00 AM - 12:00 PM,1234483,Break Fix,Premise maintenance with customer,Phone broken,30 to 40,1,0
9/18/16,Colton,Usry,Male,3+,Over 5 Years,FALSE,10/5/16,,1234497,New Install,Premise maintenance with customer,N/A,40 to 50,0,1
9/14/16,Kenisha,Zalewski,Female,0,3-5 Years,FALSE,9/26/16,02:00 PM - 04:00 PM,1234499,New Install,Premise maintenance with customer,N/A,60 to 70,1,0
9/12/16,Wilfredo,Loggins,Male,0,1-3 Years,FALSE,9/23/16,04:00 PM - 06:00 PM,1234492,Break Fix,Premise maintenance with customer,TV box no power,70 to 80,2,1
9/12/16,Ann,Resnick,Female,0,3-5 Years,FALSE,9/24/16,08:00 AM - 10:00 AM,1234479,New Install,Premise maintenance with customer,N/A,60 to 70,2,0
9/17/16,Virgina,Mckeen,Female,0,1-3 Years,FALSE,9/17/16,10:00 AM - 12:00 PM,1234483,Business SLA,Premise maintenance with customer,N/A,50 to 60,2,0
9/13/16,Byron,Norrell,Male,1,1-3 Years,FALSE,9/22/16,08:00 AM - 10:00 AM,1234491,Business SLA,Premise maintenance with customer,N/A,50 to 60,2,0
9/15/16,Jerold,Harmer,Male,0,0-1 Years,FALSE,9/21/16,,1234483,New Install,Premise maintenance with customer,N/A,40 to 50,0,0
9/12/16,Moon,Cail,Female,0,1-3 Years,FALSE,9/14/16,10:00 AM - 12:00 PM,1234495,New Install,Premise maintenance with customer,N/A,60 to 70,0,0
9/12/16,Eliana,Matley,,0,3-5 Years,FALSE,9/30/16,10:00 AM - 12:00 PM,1234479,New Install,Premise maintenance with customer,N/A,40 to 50,3,0
9/13/16,Dortha,Ingham,Female,0,0-1 Years,TRUE,10/1/16,10:00 AM - 12:00 PM,1234493,Planned Maintenance,Premise maintenance with customer,N/A,60 to 70,1,0
9/13/16,Dane,Cree,Male,0,1-3 Years,FALSE,9/20/16,,1234477,Planned Maintenance,Premise maintenance with customer,N/A,50 to 60,2,0
9/18/16,Isiah,Shroyer,,0,3-5 Years,FALSE,9/30/16,10:00 AM - 12:00 PM,1234485,New Install,Premise maintenance with customer,N/A,50 to 60,2,0
9/16/16,Franklin,Oslund,Male,0,0-1 Years,FALSE,9/30/16,04:00 PM - 06:00 PM,1234495,Business SLA,Premise maintenance with customer,N/A,70 to 80,0,0
9/12/16,Dong,Cazarez,,0,1-3 Years,FALSE,9/20/16,12:00 PM - 02:00 PM,1234496,Break Fix,Premise maintenance with customer,Phone broken,60 to 70,2,0
9/13/16,Donetta,Allmond,Female,0,0-1 Years,FALSE,9/26/16,08:00 AM - 10:00 AM,1234492,Break Fix,Premise maintenance with customer,TV box no power,40 to 50,2,0
9/14/16,Hana,Kwiatkowski,Female,1,1-3 Years,FALSE,10/4/16,12:00 PM - 02:00 PM,1234487,New Install,Premise maintenance with customer,N/A,10 to 20,1,0
9/17/16,Joann,Spiegel,Female,1,3-5 Years,FALSE,10/3/16,08:00 AM - 10:00 AM,1234483,Break Fix,Premise maintenance with customer,Phone broken,70 to 80,1,0
9/13/16,Michal,Chancy,Male,1,1-3 Years,FALSE,9/26/16,10:00 AM - 12:00 PM,1234484,Disconnect,Premise maintenance with customer,N/A,50 to 60,4,1
9/18/16,Bill,Sinkler,Male,0,1-3 Years,FALSE,9/27/16,10:00 AM - 12:00 PM,1234489,Break Fix,Premise maintenance with customer,Router no led,40 to 50,0,0
9/15/16,Santos,Koelling,Male,2,1-3 Years,FALSE,10/2/16,04:00 PM - 06:00 PM,1234481,Break Fix,Premise maintenance with customer,TV box broken,70 to 80,4,1
9/17/16,Abby,Barringer,Female,0,Over 5 Years,FALSE,9/29/16,10:00 AM - 12:00 PM,1234487,Disconnect,Premise maintenance with customer,N/A,20 to 30,3,0
9/14/16,Page,Gwaltney,,0,0-1 Years,FALSE,9/22/16,04:00 PM - 06:00 PM,1234499,New Install,Premise maintenance with customer,N/A,30 to 40,0,0
9/14/16,Randi,Kornfeld,,0,0-1 Years,FALSE,9/26/16,,1234484,New Install,Premise maintenance with customer,N/A,20 to 30,0,0
9/12/16,Bryon,Zaragosa,,0,1-3 Years,FALSE,9/23/16,02:00 PM - 04:00 PM,1234491,Disconnect,Premise maintenance with customer,N/A,20 to 30,4,1
9/15/16,Alan,Yeager,Male,0,0-1 Years,FALSE,9/20/16,,1234481,Break Fix,Premise maintenance with customer,TV box no power,40 to 50,2,0
9/17/16,Teofila,Reinhardt,Female,1,3-5 Years,FALSE,10/4/16,,1234496,New Install,Premise maintenance with customer,N/A,70 to 80,3,0
9/14/16,Lecia,Gin,Female,0,0-1 Years,FALSE,9/26/16,02:00 PM - 04:00 PM,1234484,New Install,Premise maintenance with customer,N/A,40 to 50,1,0
9/16/16,Ailene,Mclin,Female,0,1-3 Years,FALSE,9/28/16,,1234478,Break Fix,Premise maintenance with customer,Router no led,60 to 70,2,0
9/17/16,Estela,Saia,Female,0,1-3 Years,FALSE,9/26/16,10:00 AM - 12:00 PM,1234492,Break Fix,Premise maintenance with customer,Phone no power,70 to 80,0,1
9/13/16,Mirna,Tibbetts,Female,0,3-5 Years,FALSE,9/22/16,08:00 AM - 10:00 AM,1234484,New Install,Premise maintenance with customer,N/A,70 to 80,1,0
9/17/16,Ashlea,Ekberg,Female,1,0-1 Years,FALSE,9/29/16,08:00 AM - 10:00 AM,1234498,Break Fix,Premise maintenance with customer,TV box frozen,40 to 50,1,0
9/13/16,Trey,Feingold,Male,0,0-1 Years,TRUE,9/27/16,,1234498,Break Fix,Premise maintenance with customer,TV box no power,40 to 50,0,0
9/17/16,Iola,Sadowski,Female,0,3-5 Years,TRUE,9/24/16,08:00 AM - 10:00 AM,1234484,Break Fix,Premise maintenance with customer,Router no power,50 to 60,0,0
9/16/16,Lucienne,Tabler,Female,0,0-1 Years,FALSE,9/16/16,08:00 AM - 10:00 AM,1234491,Disconnect,Premise maintenance with customer,N/A,50 to 60,2,0
9/18/16,Aurelio,Upham,,1,0-1 Years,FALSE,9/30/16,10:00 AM - 12:00 PM,1234484,Business SLA,Premise maintenance with customer,N/A,70 to 80,0,1
9/13/16,Cassaundra,Amerson,Female,0,0-1 Years,TRUE,9/26/16,10:00 AM - 12:00 PM,1234495,Break Fix,Premise maintenance with customer,Router no led,40 to 50,1,0
9/17/16,Louanne,Helton,Female,1,0-1 Years,FALSE,10/1/16,,1234484,Break Fix,Premise maintenance with customer,Router no led,20 to 30,3,0
9/12/16,Neal,Ard,Male,1,0-1 Years,TRUE,9/30/16,12:00 PM - 02:00 PM,1234480,Break Fix,Premise maintenance with customer,Router no led,40 to 50,4,0
9/14/16,Chan,Trinidad,Female,0,0-1 Years,FALSE,9/25/16,,1234481,Business SLA,Premise maintenance with customer,N/A,70 to 80,0,0
9/12/16,Cliff,Schutte,,0,0-1 Years,TRUE,9/19/16,02:00 PM - 04:00 PM,1234475,Break Fix,Premise maintenance with customer,TV box no remote,60 to 70,0,0
9/15/16,Verlie,Sweetman,Female,0,3-5 Years,FALSE,9/19/16,,1234495,Planned Maintenance,Premise maintenance with customer,N/A,70 to 80,0,0
9/12/16,Latisha,Ratzlaff,Female,0,1-3 Years,TRUE,10/2/16,08:00 AM - 10:00 AM,1234489,New Install,Premise maintenance with customer,N/A,30 to 40,4,0
9/12/16,Gayle,Acres,Male,0,1-3 Years,FALSE,9/28/16,02:00 PM - 04:00 PM,1234486,Break Fix,Premise maintenance with customer,Router no power,50 to 60,3,1
9/17/16,Donnie,Snell,Male,0,1-3 Years,FALSE,9/24/16,04:00 PM - 06:00 PM,1234482,Break Fix,Premise maintenance with customer,TV box wrong Time,40 to 50,2,0
9/17/16,Benny,Bastin,Male,0,0-1 Years,FALSE,9/30/16,08:00 AM - 10:00 AM,1234481,New Install,Premise maintenance with customer,N/A,10 to 20,0,1
9/15/16,Erwin,Nieto,Male,0,0-1 Years,FALSE,9/30/16,,1234478,Break Fix,Premise maintenance with customer,TV box no power,50 to 60,0,1
9/15/16,Anthony,Jacques,Male,0,0-1 Years,FALSE,10/1/16,,1234477,Break Fix,Premise maintenance with customer,Phone no power,70 to 80,4,1
9/16/16,Amal,Guilford,,0,3-5 Years,FALSE,9/25/16,10:00 AM - 12:00 PM,1234488,Break Fix,Premise maintenance with customer,TV box frozen,40 to 50,0,0
9/12/16,Casimira,Nobriga,Female,0,3-5 Years,FALSE,9/13/16,12:00 PM - 02:00 PM,1234475,Planned Maintenance,Premise maintenance with customer,N/A,60 to 70,1,0
9/13/16,Teri,Dillahunty,,0,0-1 Years,FALSE,9/29/16,02:00 PM - 04:00 PM,1234492,Break Fix,Premise maintenance with customer,Router no wire,50 to 60,0,1
9/17/16,Terrell,Strang,Male,0,1-3 Years,FALSE,9/27/16,08:00 AM - 10:00 AM,1234482,Break Fix,Premise maintenance with customer,Router no led,40 to 50,0,0
9/12/16,Boyce,Urman,Male,0,1-3 Years,TRUE,9/24/16,,1234486,New Install,Premise maintenance with customer,N/A,70 to 80,0,0
9/15/16,Georgine,Mckenzie,Female,1,0-1 Years,FALSE,9/29/16,08:00 AM - 10:00 AM,1234484,Disconnect,Premise maintenance with customer,N/A,40 to 50,3,0
9/15/16,Ami,Quashie,,1,0-1 Years,FALSE,10/3/16,08:00 AM - 10:00 AM,1234499,Disconnect,Premise maintenance with customer,N/A,20 to 30,1,1
9/15/16,Waneta,Behrends,Female,1,1-3 Years,FALSE,9/29/16,04:00 PM - 06:00 PM,1234482,Break Fix,Premise maintenance with customer,Router no led,20 to 30,1,1
9/13/16,Vernia,Crooks,Female,2,1-3 Years,FALSE,9/20/16,10:00 AM - 12:00 PM,1234479,New Install,Premise maintenance with customer,N/A,50 to 60,2,0
9/15/16,Eliz,Dykes,Female,0,1-3 Years,FALSE,9/30/16,12:00 PM - 02:00 PM,1234498,Break Fix,Premise maintenance with customer,TV box no power,40 to 50,3,0
9/14/16,Jack,Zullo,Male,0,1-3 Years,FALSE,10/3/16,04:00 PM - 06:00 PM,1234484,Disconnect,Premise maintenance with customer,N/A,30 to 40,0,1
9/13/16,Alden,Dorrance,Male,1,0-1 Years,FALSE,9/27/16,04:00 PM - 06:00 PM,1234484,Break Fix,Premise maintenance with customer,Phone broken,40 to 50,2,1
9/18/16,Shana,Fritz,Female,1,1-3 Years,FALSE,9/20/16,10:00 AM - 12:00 PM,1234485,Break Fix,Premise maintenance with customer,Router no led,60 to 70,2,0
9/14/16,Shirlee,Heras,Female,0,1-3 Years,FALSE,9/22/16,02:00 PM - 04:00 PM,1234482,Disconnect,Premise maintenance with customer,N/A,20 to 30,1,0
9/12/16,Elicia,Schiff,Female,0,0-1 Years,FALSE,9/27/16,04:00 PM - 06:00 PM,1234486,New Install,Premise maintenance with customer,N/A,60 to 70,3,1
9/15/16,Rosalva,Edds,Female,0,0-1 Years,TRUE,9/16/16,,1234487,Break Fix,Premise maintenance with customer,Router no led,50 to 60,2,0
9/12/16,Tony,Mcbay,Male,0,3-5 Years,FALSE,9/27/16,08:00 AM - 10:00 AM,1234493,Break Fix,Premise maintenance with customer,Phone no power,50 to 60,0,0
9/17/16,Marianela,Spillane,Female,1,1-3 Years,TRUE,9/24/16,08:00 AM - 10:00 AM,1234485,Disconnect,Premise maintenance with customer,N/A,70 to 80,0,0
9/12/16,Jefferson,Nanney,Male,0,1-3 Years,TRUE,9/29/16,12:00 PM - 02:00 PM,1234496,Break Fix,Premise maintenance with customer,TV box frozen,30 to 40,1,0
9/14/16,Dorathy,Konkol,Female,0,1-3 Years,FALSE,9/27/16,,1234485,Break Fix,Premise maintenance with customer,TV box no led,30 to 40,2,0
9/17/16,Nina,Schill,Female,0,Over 5 Years,TRUE,9/22/16,,1234494,Break Fix,Premise maintenance with customer,Router no led,40 to 50,1,0
9/16/16,Olene,Boon,Female,0,1-3 Years,FALSE,9/28/16,08:00 AM - 10:00 AM,1234477,Business SLA,Premise maintenance with customer,N/A,10 to 20,1,0
9/17/16,Bridgett,Waiters,Female,1,Over 5 Years,FALSE,9/29/16,04:00 PM - 06:00 PM,1234485,Break Fix,Premise maintenance with customer,TV box smoke,10 to 20,2,1
9/18/16,Miguel,Lugo,,2,0-1 Years,FALSE,9/29/16,10:00 AM - 12:00 PM,1234482,New Install,Premise maintenance with customer,N/A,40 to 50,4,1
9/13/16,Desmond,Gosnell,Male,0,Over 5 Years,FALSE,10/5/16,02:00 PM - 04:00 PM,1234475,Break Fix,Premise maintenance with customer,TV box broken,40 to 50,3,0
9/12/16,Alesia,Arrieta,Female,1,1-3 Years,FALSE,9/27/16,12:00 PM - 02:00 PM,1234489,New Install,Premise maintenance with customer,N/A,50 to 60,0,0
9/15/16,Catalina,Dicken,Female,1,3-5 Years,FALSE,9/27/16,04:00 PM - 06:00 PM,1234477,Business SLA,Premise maintenance with customer,N/A,50 to 60,0,0
9/16/16,Alejandra,Hiers,Female,2,0-1 Years,FALSE,10/1/16,12:00 PM - 02:00 PM,1234486,Break Fix,Premise maintenance with customer,TV box no remote,50 to 60,4,0
9/13/16,Barrie,Ainsworth,Female,0,1-3 Years,FALSE,9/24/16,08:00 AM - 10:00 AM,1234496,Disconnect,Premise maintenance with customer,N/A,30 to 40,0,0
9/13/16,Yasmin,Hagstrom,Female,0,3-5 Years,FALSE,9/17/16,08:00 AM - 10:00 AM,1234475,Planned Maintenance,Premise maintenance with customer,N/A,50 to 60,2,0
9/17/16,Corrina,Fanning,Female,1,Over 5 Years,TRUE,10/3/16,12:00 PM - 02:00 PM,1234490,New Install,Premise maintenance with customer,N/A,50 to 60,3,1
9/17/16,Emogene,Menchaca,Female,0,1-3 Years,FALSE,9/26/16,,1234497,New Install,Premise maintenance with customer,N/A,30 to 40,0,0
9/15/16,Eulah,Weingartner,Female,1,0-1 Years,FALSE,10/5/16,02:00 PM - 04:00 PM,1234494,New Install,Premise maintenance with customer,N/A,50 to 60,2,0
9/12/16,Ligia,Messina,Female,0,0-1 Years,FALSE,9/22/16,02:00 PM - 04:00 PM,1234494,New Install,Premise maintenance with customer,N/A,40 to 50,0,0
9/12/16,Fredrick,Norwood,Male,0,3-5 Years,TRUE,10/3/16,02:00 PM - 04:00 PM,1234496,Break Fix,Premise maintenance with customer,TV box no remote,50 to 60,3,0
9/15/16,Raphael,Schneider,Male,0,1-3 Years,FALSE,9/27/16,,1234479,Disconnect,Premise maintenance with customer,N/A,40 to 50,0,0
9/12/16,Elene,Houze,Female,0,3-5 Years,TRUE,9/28/16,,1234485,New Install,Premise maintenance with customer,N/A,70 to 80,1,0
9/15/16,Stephan,Suniga,Male,0,0-1 Years,FALSE,10/1/16,08:00 AM - 10:00 AM,1234496,Business SLA,Premise maintenance with customer,N/A,60 to 70,1,0
9/17/16,Alton,Almada,Male,0,3-5 Years,TRUE,9/28/16,,1234478,New Install,Premise maintenance with customer,N/A,70 to 80,0,1
9/12/16,Robbi,Lona,Female,0,3-5 Years,FALSE,9/17/16,08:00 AM - 10:00 AM,1234498,Disconnect,Premise maintenance with customer,N/A,40 to 50,0,0
9/15/16,Tennille,Mcinturff,Female,3+,1-3 Years,FALSE,9/28/16,12:00 PM - 02:00 PM,1234489,Break Fix,Premise maintenance with customer,Router no led,60 to 70,3,1
9/14/16,Lawrence,Maxham,Male,0,0-1 Years,FALSE,9/22/16,12:00 PM - 02:00 PM,1234483,Planned Maintenance,Premise maintenance with customer,N/A,70 to 80,0,0
9/13/16,Vella,Becher,Female,1,1-3 Years,FALSE,10/1/16,12:00 PM - 02:00 PM,1234490,Planned Maintenance,Premise maintenance with customer,N/A,40 to 50,3,1
9/13/16,Marine,Kraft,Female,0,0-1 Years,FALSE,9/29/16,04:00 PM - 06:00 PM,1234484,Business SLA,Premise maintenance with customer,N/A,50 to 60,4,0
9/16/16,Bernie,Dutta,Male,0,3-5 Years,TRUE,10/1/16,12:00 PM - 02:00 PM,1234478,New Install,Premise maintenance with customer,N/A,70 to 80,2,1
9/12/16,Treva,Stoker,Female,0,0-1 Years,FALSE,9/20/16,04:00 PM - 06:00 PM,1234487,Break Fix,Premise maintenance with customer,Router no led,40 to 50,2,0
9/16/16,Whitley,Dunton,Female,0,3-5 Years,FALSE,9/28/16,08:00 AM - 10:00 AM,1234497,New Install,Premise maintenance with customer,N/A,70 to 80,0,0
9/17/16,Joye,Clerk,Female,2,0-1 Years,TRUE,9/13/16,04:00 PM - 06:00 PM,1234495,Business SLA,,N/A,40 to 50,2,0
9/13/16,Norbert,Desrochers,Male,0,0-1 Years,FALSE,9/30/16,12:00 PM - 02:00 PM,1234476,New Install,Premise maintenance with customer,N/A,10 to 20,4,1
9/12/16,Rudolf,Demott,Male,2,1-3 Years,FALSE,9/30/16,,1234485,Disconnect,Premise maintenance with customer,N/A,20 to 30,1,1
9/17/16,Everette,Thayer,Male,0,1-3 Years,FALSE,10/3/16,02:00 PM - 04:00 PM,1234490,New Install,Premise maintenance with customer,N/A,50 to 60,3,1
9/18/16,Natalya,Alaimo,Female,0,1-3 Years,FALSE,9/28/16,12:00 PM - 02:00 PM,1234498,Break Fix,Premise maintenance with customer,Router no led,40 to 50,2,0
9/17/16,Dorris,Curiel,Female,0,3-5 Years,TRUE,9/27/16,12:00 PM - 02:00 PM,1234492,Break Fix,Premise maintenance with customer,Phone broken,20 to 30,0,0
9/18/16,Calandra,Heilman,Female,0,3-5 Years,FALSE,10/3/16,12:00 PM - 02:00 PM,1234498,Break Fix,Premise maintenance with customer,TV box frozen,30 to 40,0,1
9/12/16,Latia,Littlejohn,Female,1,1-3 Years,FALSE,9/24/16,08:00 AM - 10:00 AM,1234484,Disconnect,Premise maintenance with customer,N/A,30 to 40,2,0
9/12/16,Cecil,Peat,Male,0,1-3 Years,FALSE,9/27/16,04:00 PM - 06:00 PM,1234489,Break Fix,Premise maintenance with customer,TV box broken,70 to 80,4,1
9/17/16,Ali,Harrop,Male,0,0-1 Years,FALSE,9/27/16,04:00 PM - 06:00 PM,1234488,Business SLA,Premise maintenance with customer,N/A,60 to 70,0,0
9/12/16,Wilton,Persons,Male,0,1-3 Years,FALSE,10/2/16,,1234487,New Install,Premise maintenance with customer,N/A,70 to 80,2,0
9/12/16,Art,Linde,Male,0,1-3 Years,FALSE,9/22/16,02:00 PM - 04:00 PM,1234489,Disconnect,Premise maintenance with customer,N/A,20 to 30,1,0
9/14/16,Elias,Tillis,Male,0,3-5 Years,FALSE,9/27/16,12:00 PM - 02:00 PM,1234478,Business SLA,Premise maintenance with customer,N/A,40 to 50,1,0
9/16/16,Wan,Fann,Female,1,1-3 Years,FALSE,10/2/16,02:00 PM - 04:00 PM,1234489,Business SLA,Premise maintenance with customer,N/A,20 to 30,2,1
9/13/16,Shizue,Steffes,Female,0,0-1 Years,TRUE,10/5/16,,1234488,Business SLA,Premise maintenance with customer,N/A,40 to 50,1,0
9/12/16,Branden,Thorn,Male,0,1-3 Years,FALSE,9/17/16,04:00 PM - 06:00 PM,1234488,New Install,Premise maintenance with customer,N/A,30 to 40,2,0
9/15/16,Hal,Giannone,,0,1-3 Years,TRUE,9/29/16,08:00 AM - 10:00 AM,1234482,New Install,Premise maintenance with customer,N/A,50 to 60,3,1
9/15/16,Connie,Camara,Male,0,0-1 Years,FALSE,9/19/16,12:00 PM - 02:00 PM,1234492,New Install,Premise maintenance with customer,N/A,40 to 50,2,0
9/18/16,Miguelina,Greb,Female,0,0-1 Years,FALSE,9/24/16,,1234486,Business SLA,Premise maintenance with customer,N/A,70 to 80,1,0
9/15/16,Rogelio,Martines,Male,0,1-3 Years,FALSE,9/26/16,12:00 PM - 02:00 PM,1234490,Break Fix,Premise maintenance with customer,Router no led,50 to 60,0,1
9/18/16,Ahmed,Milford,,0,3-5 Years,TRUE,9/27/16,02:00 PM - 04:00 PM,1234478,New Install,Premise maintenance with customer,N/A,20 to 30,0,0
9/17/16,Russel,Shah,Male,0,1-3 Years,TRUE,10/3/16,04:00 PM - 06:00 PM,1234493,Break Fix,Premise maintenance with customer,Phone no power,30 to 40,2,1
9/16/16,Porsha,Sletten,Female,0,1-3 Years,FALSE,10/4/16,02:00 PM - 04:00 PM,1234481,Break Fix,Premise maintenance with customer,Phone broken,70 to 80,3,1
9/13/16,Fannie,Tyson,Female,1,1-3 Years,FALSE,9/27/16,08:00 AM - 10:00 AM,1234493,Business SLA,Premise maintenance with customer,N/A,40 to 50,4,1
9/17/16,Bernard,Sherrill,Male,3+,0-1 Years,FALSE,10/5/16,08:00 AM - 10:00 AM,1234479,Disconnect,Premise maintenance with customer,N/A,20 to 30,1,0
9/15/16,Giuseppe,Beier,Male,0,0-1 Years,FALSE,9/30/16,08:00 AM - 10:00 AM,1234476,Planned Maintenance,Premise maintenance with customer,N/A,30 to 40,1,1
9/17/16,Vonda,Selke,Female,1,3-5 Years,FALSE,9/19/16,,1234497,Break Fix,Premise maintenance with customer,Phone no power,40 to 50,4,0
9/18/16,Carmel,Lucier,Female,0,1-3 Years,FALSE,9/30/16,12:00 PM - 02:00 PM,1234497,Break Fix,Premise maintenance with customer,TV box no remote,20 to 30,0,0
9/14/16,Kina,Bengston,Female,1,1-3 Years,FALSE,9/27/16,04:00 PM - 06:00 PM,1234493,Break Fix,Premise maintenance with customer,Router no power,60 to 70,2,1
9/18/16,Frank,Crimmins,Male,0,0-1 Years,FALSE,10/1/16,04:00 PM - 06:00 PM,1234487,Break Fix,Premise maintenance with customer,TV box wrong Time,60 to 70,0,0
9/18/16,Bud,Oden,,0,Over 5 Years,FALSE,9/20/16,04:00 PM - 06:00 PM,1234477,Break Fix,Premise maintenance with customer,Router no power,20 to 30,2,0
9/17/16,Cleo,Cid,Male,0,0-1 Years,FALSE,9/22/16,04:00 PM - 06:00 PM,1234479,New Install,Premise maintenance with customer,N/A,40 to 50,1,0
9/18/16,Malik,Demaio,Male,0,0-1 Years,FALSE,9/15/16,,1234499,Disconnect,Premise maintenance with customer,N/A,40 to 50,0,0
9/18/16,Elvia,Gladden,,0,1-3 Years,FALSE,9/15/16,08:00 AM - 10:00 AM,1234497,Break Fix,Premise maintenance with customer,TV box frozen,40 to 50,2,0
9/14/16,Shin,Goheen,,1,1-3 Years,TRUE,9/28/16,10:00 AM - 12:00 PM,1234477,Business SLA,Premise maintenance with customer,N/A,70 to 80,2,0
9/17/16,Monet,Devinney,Female,0,3-5 Years,FALSE,9/30/16,10:00 AM - 12:00 PM,1234491,Disconnect,Premise maintenance with customer,N/A,50 to 60,0,1
9/13/16,Madaline,Conwell,Female,0,1-3 Years,TRUE,10/1/16,10:00 AM - 12:00 PM,1234494,New Install,Premise maintenance with customer,N/A,20 to 30,4,1
